Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"ANGELONE","1,180.00","1,200.65","1,177.00","1,180.00","-11.45","-0.96","1.44","17.13","1,689.00","286.35","-","-"
"NAZARA","2,328.00","2,349.00","2,270.00","2,283.00","-22.30","-0.97","0.40","9.15","3,356.00","1,432.00","-","-"
"POWERINDIA","2,556.00","2,590.00","2,509.70","2,531.00","-25.50","-1.00","0.31","7.95","2,855.00","1,200.00","93.92","-4.36"
"TCNSBRANDS","788.20","802.35","778.35","786.00","-8.10","-1.02","0.16","1.29","932.00","392.00","75.51","-2.79"
"SUNTECK","496.95","509.95","482.55","491.00","-5.15","-1.04","7.94","39.53","524.40","250.00","37.90","13.37"
"ORIENTELEC","381.40","385.65","373.25","374.95","-4.55","-1.20","0.92","3.50","408.00","221.80","65.39","-3.57"
"CERA","4,859.20","4,928.60","4,761.00","4,818.00","-59.45","-1.22","0.07","3.28","6,450.00","3,300.00","40.86","-3.67"
"BDL","393.95","399.00","387.00","387.90","-5.15","-1.31","0.74","2.91","455.00","321.10","17.46","-6.41"
"BHARATRAS","11,691.00","11,899.00","11,580.00","11,644.60","-165.95","-1.41","0.03","3.56","15,131.70","9,255.00","17.27","17.34"
"WELSPUNIND","148.50","149.55","144.50","145.50","-2.15","-1.46","10.82","15.91","170.70","64.85","118.30","5.51"
"PRSMJOHNSN","131.15","133.05","129.05","129.05","-2.05","-1.56","0.98","1.28","149.45","83.00","42.99","5.52"
"BRIGADE","500.00","508.80","485.00","491.00","-7.90","-1.58","4.15","20.53","528.80","221.40","99.51","-2.28"
"PHILIPCARB","243.75","248.05","241.55","241.75","-3.95","-1.61","16.91","41.27","277.30","164.00","41.00","15.59"
"STLTECH","291.65","293.90","286.00","286.75","-4.85","-1.66","2.95","8.54","318.00","171.45","52.12","3.76"
"TIMKEN","2,010.00","2,037.00","1,971.00","1,972.00","-35.60","-1.77","0.23","4.62","2,156.70","1,148.90","50.97","-2.42"
"VAKRANGEE","45.30","45.65","43.65","44.00","-0.80","-1.79","65.20","28.94","69.85","29.15","-34.08","28.65"
"NLCINDIA","62.75","63.15","61.60","61.90","-1.15","-1.82","18.93","11.77","80.10","46.20","11.23","8.12"
"BLUESTARCO","1,044.00","1,073.00","1,007.00","1,012.00","-21.35","-2.07","0.74","7.64","1,091.50","702.00","26.26","6.66"
"HOMEFIRST","795.60","817.45","767.25","773.50","-20.85","-2.62","0.76","6.02","921.30","440.00","-","-"
"GRAPHITE","528.00","544.00","503.85","509.80","-13.75","-2.63","84.55","440.40","815.90","298.80","65.92","24.71"
"HEG","1,846.00","1,877.00","1,776.05","1,792.00","-54.30","-2.94","8.77","159.61","2,629.00","912.20","92.32","-0.80"
"INTELLECT","785.00","786.00","737.00","743.00","-29.95","-3.87","6.72","50.99","892.00","306.15","134.50","19.67"
"DBL","468.50","478.05","432.25","441.75","-36.20","-7.57","24.25","108.87","749.80","388.50","11.99","-16.39"
